run_type,algorithm,subset_id,subset_clients,graph_id,dataset_id,num_clients,client_fraction,out_csv,ckpt_path,dr_csv_path,rounds,local_epochs,selection_metric,apple_dr_lr,apple_mu,apple_scheduler_type,apple_scheduler_fraction,apple_dr_init,apple_dr_constraint,apple_download_strategy,mcw,num_layers,lr,weight_decay,dropout,hidden_dim,use_ego_ids,batch_size,seed,model_tag,gamma,q_value,q_iid,q_other_share,q_assigned_share,q_allocation_mode,global_visible_positive_support_fraction_ideal,mask_fraction,specialization_fraction,designed_heterogeneity,global_visible_support_fraction_ideal,task_profile_jsd_mean,task_profile_jsd_median,task_profile_jsd_max,between_family_centroid_jsd_mean,controlled_benchmark,mask_mode,family,manifest_subset_id,fedprox_mu,clusters_csv_path,warmup_rounds,min_cluster_size,min_child_size,grad_seq_len,eps1_quantile,eps2_quantile
local,local,,3000010|3000011|3000012|3000013|3000014,3000012,data_4200_3_10.0_chordal_q80_cycle4,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q80_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed0.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q80_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed0.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,0,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.8,0.8,0.2,0.0499999999999999,0.8,deterministic_disjoint_positive_label_chunks,0.2,0.8,0.8,0.8,0.2,0.3987971622067524,0.3992304876384988,0.4026752220258436,0.3987971622067524,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle4,controlled_q_label_base0_q80_3000010_3000011_3000012_3000013_3000014,,,,,,,,
local,local,,3000010|3000011|3000012|3000013|3000014,3000013,data_4200_3_10.0_chordal_q80_cycle5,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q80_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed0.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q80_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed0.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,0,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.8,0.8,0.2,0.0499999999999999,0.8,deterministic_disjoint_positive_label_chunks,0.2,0.8,0.8,0.8,0.2,0.3987971622067524,0.3992304876384988,0.4026752220258436,0.3987971622067524,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle5,controlled_q_label_base0_q80_3000010_3000011_3000012_3000013_3000014,,,,,,,,
local,local,,3000010|3000011|3000012|3000013|3000014,3000014,data_4200_3_10.0_chordal_q80_cycle6,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q80_cycle6_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed0.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q80_cycle6_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed0.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,0,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.8,0.8,0.2,0.0499999999999999,0.8,deterministic_disjoint_positive_label_chunks,0.2,0.8,0.8,0.8,0.2,0.3987971622067524,0.3992304876384988,0.4026752220258436,0.3987971622067524,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle6,controlled_q_label_base0_q80_3000010_3000011_3000012_3000013_3000014,,,,,,,,
local,local,,3000000|3000001|3000002|3000003|3000004,3000000,data_4200_3_10.0_chordal_q20_cycle2,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q20_cycle2_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q20_cycle2_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle2,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004,,,,,,,,
local,local,,3000000|3000001|3000002|3000003|3000004,3000001,data_4200_3_10.0_chordal_q20_cycle3,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q20_cycle3_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q20_cycle3_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle3,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004,,,,,,,,
local,local,,3000000|3000001|3000002|3000003|3000004,3000002,data_4200_3_10.0_chordal_q20_cycle4,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q20_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q20_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle4,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004,,,,,,,,
local,local,,3000000|3000001|3000002|3000003|3000004,3000003,data_4200_3_10.0_chordal_q20_cycle5,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q20_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q20_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle5,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004,,,,,,,,
local,local,,3000000|3000001|3000002|3000003|3000004,3000004,data_4200_3_10.0_chordal_q20_cycle6,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q20_cycle6_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q20_cycle6_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle6,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004,,,,,,,,
local,local,,3000005|3000006|3000007|3000008|3000009,3000005,data_4200_3_10.0_chordal_q50_cycle2,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q50_cycle2_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q50_cycle2_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.5,0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.2,0.5,0.5,0.5,0.2,0.1203761314264782,0.1206321452522015,0.1232862950947844,0.1203761314264782,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle2,controlled_q_label_base0_q50_3000005_3000006_3000007_3000008_3000009,,,,,,,,
local,local,,3000005|3000006|3000007|3000008|3000009,3000006,data_4200_3_10.0_chordal_q50_cycle3,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q50_cycle3_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q50_cycle3_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.5,0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.2,0.5,0.5,0.5,0.2,0.1203761314264782,0.1206321452522015,0.1232862950947844,0.1203761314264782,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle3,controlled_q_label_base0_q50_3000005_3000006_3000007_3000008_3000009,,,,,,,,
local,local,,3000005|3000006|3000007|3000008|3000009,3000007,data_4200_3_10.0_chordal_q50_cycle4,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q50_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q50_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.5,0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.2,0.5,0.5,0.5,0.2,0.1203761314264782,0.1206321452522015,0.1232862950947844,0.1203761314264782,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle4,controlled_q_label_base0_q50_3000005_3000006_3000007_3000008_3000009,,,,,,,,
local,local,,3000005|3000006|3000007|3000008|3000009,3000008,data_4200_3_10.0_chordal_q50_cycle5,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q50_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q50_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.5,0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.2,0.5,0.5,0.5,0.2,0.1203761314264782,0.1206321452522015,0.1232862950947844,0.1203761314264782,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle5,controlled_q_label_base0_q50_3000005_3000006_3000007_3000008_3000009,,,,,,,,
local,local,,3000005|3000006|3000007|3000008|3000009,3000009,data_4200_3_10.0_chordal_q50_cycle6,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q50_cycle6_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q50_cycle6_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.5,0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.2,0.5,0.5,0.5,0.2,0.1203761314264782,0.1206321452522015,0.1232862950947844,0.1203761314264782,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle6,controlled_q_label_base0_q50_3000005_3000006_3000007_3000008_3000009,,,,,,,,
local,local,,3000010|3000011|3000012|3000013|3000014,3000010,data_4200_3_10.0_chordal_q80_cycle2,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q80_cycle2_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q80_cycle2_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.8,0.8,0.2,0.0499999999999999,0.8,deterministic_disjoint_positive_label_chunks,0.2,0.8,0.8,0.8,0.2,0.3987971622067524,0.3992304876384988,0.4026752220258436,0.3987971622067524,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle2,controlled_q_label_base0_q80_3000010_3000011_3000012_3000013_3000014,,,,,,,,
local,local,,3000010|3000011|3000012|3000013|3000014,3000011,data_4200_3_10.0_chordal_q80_cycle3,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q80_cycle3_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q80_cycle3_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.8,0.8,0.2,0.0499999999999999,0.8,deterministic_disjoint_positive_label_chunks,0.2,0.8,0.8,0.8,0.2,0.3987971622067524,0.3992304876384988,0.4026752220258436,0.3987971622067524,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle3,controlled_q_label_base0_q80_3000010_3000011_3000012_3000013_3000014,,,,,,,,
local,local,,3000010|3000011|3000012|3000013|3000014,3000012,data_4200_3_10.0_chordal_q80_cycle4,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q80_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q80_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.8,0.8,0.2,0.0499999999999999,0.8,deterministic_disjoint_positive_label_chunks,0.2,0.8,0.8,0.8,0.2,0.3987971622067524,0.3992304876384988,0.4026752220258436,0.3987971622067524,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle4,controlled_q_label_base0_q80_3000010_3000011_3000012_3000013_3000014,,,,,,,,
local,local,,3000010|3000011|3000012|3000013|3000014,3000013,data_4200_3_10.0_chordal_q80_cycle5,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q80_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q80_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.8,0.8,0.2,0.0499999999999999,0.8,deterministic_disjoint_positive_label_chunks,0.2,0.8,0.8,0.8,0.2,0.3987971622067524,0.3992304876384988,0.4026752220258436,0.3987971622067524,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle5,controlled_q_label_base0_q80_3000010_3000011_3000012_3000013_3000014,,,,,,,,
local,local,,3000010|3000011|3000012|3000013|3000014,3000014,data_4200_3_10.0_chordal_q80_cycle6,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q80_cycle6_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q80_cycle6_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed1.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.8,0.8,0.2,0.0499999999999999,0.8,deterministic_disjoint_positive_label_chunks,0.2,0.8,0.8,0.8,0.2,0.3987971622067524,0.3992304876384988,0.4026752220258436,0.3987971622067524,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle6,controlled_q_label_base0_q80_3000010_3000011_3000012_3000013_3000014,,,,,,,,
local,local,,3000000|3000001|3000002|3000003|3000004,3000000,data_4200_3_10.0_chordal_q20_cycle2,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q20_cycle2_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q20_cycle2_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle2,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004,,,,,,,,
local,local,,3000000|3000001|3000002|3000003|3000004,3000001,data_4200_3_10.0_chordal_q20_cycle3,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q20_cycle3_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q20_cycle3_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle3,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004,,,,,,,,
local,local,,3000000|3000001|3000002|3000003|3000004,3000002,data_4200_3_10.0_chordal_q20_cycle4,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q20_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q20_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle4,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004,,,,,,,,
local,local,,3000000|3000001|3000002|3000003|3000004,3000003,data_4200_3_10.0_chordal_q20_cycle5,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q20_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q20_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle5,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004,,,,,,,,
local,local,,3000000|3000001|3000002|3000003|3000004,3000004,data_4200_3_10.0_chordal_q20_cycle6,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q20_cycle6_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q20_cycle6_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle6,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004,,,,,,,,
local,local,,3000005|3000006|3000007|3000008|3000009,3000005,data_4200_3_10.0_chordal_q50_cycle2,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q50_cycle2_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q50_cycle2_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.5,0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.2,0.5,0.5,0.5,0.2,0.1203761314264782,0.1206321452522015,0.1232862950947844,0.1203761314264782,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle2,controlled_q_label_base0_q50_3000005_3000006_3000007_3000008_3000009,,,,,,,,
local,local,,3000005|3000006|3000007|3000008|3000009,3000006,data_4200_3_10.0_chordal_q50_cycle3,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q50_cycle3_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q50_cycle3_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.5,0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.2,0.5,0.5,0.5,0.2,0.1203761314264782,0.1206321452522015,0.1232862950947844,0.1203761314264782,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle3,controlled_q_label_base0_q50_3000005_3000006_3000007_3000008_3000009,,,,,,,,
local,local,,3000005|3000006|3000007|3000008|3000009,3000007,data_4200_3_10.0_chordal_q50_cycle4,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q50_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q50_cycle4_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.5,0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.2,0.5,0.5,0.5,0.2,0.1203761314264782,0.1206321452522015,0.1232862950947844,0.1203761314264782,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle4,controlled_q_label_base0_q50_3000005_3000006_3000007_3000008_3000009,,,,,,,,
local,local,,3000005|3000006|3000007|3000008|3000009,3000008,data_4200_3_10.0_chordal_q50_cycle5,1,1.0,andrea/runs/data_4200_3_10.0_chordal_q50_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/checkpoints/data_4200_3_10.0_chordal_q50_cycle5_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,,80,1,loss,,,,,,,,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64,0.5,0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.2,0.5,0.5,0.5,0.2,0.1203761314264782,0.1206321452522015,0.1232862950947844,0.1203761314264782,q_controlled_task_label_heterogeneity,q_task_label_allocation,q_task_cycle5,controlled_q_label_base0_q50_3000005_3000006_3000007_3000008_3000009,,,,,,,,
